City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
549,Puerto Gaitan,-40.8135,-62.9967,40.98,81,90,5.61,AR,2021-06-19 08:09:00
550,Puerto Gaitan,5.3833,-52.95,77.36,88,36,9.98,GF,2021-06-19 08:07:10
551,Puerto Gaitan,-32.7167,152.15,56.77,95,98,28.66,AU,2021-06-19 08:09:00
552,Puerto Gaitan,53.5102,142.9671,58.15,49,33,5.99,RU,2021-06-19 08:09:00
553,Puerto Gaitan,41.3712,-73.414,69.89,79,90,9.22,US,2021-06-19 08:06:29
554,Puerto Gaitan,12.7081,-15.5569,78.96,69,48,7.09,SN,2021-06-19 08:09:01
555,Puerto Gaitan,43.5008,124.8198,74.79,44,49,11.88,CN,2021-06-19 08:09:01
556,Puerto Gaitan,19.9333,-105.25,77.61,91,100,2.13,MX,2021-06-19 08:06:52
557,Puerto Gaitan,68.0546,166.4372,49.17,57,100,9.91,RU,2021-06-19 08:07:01
558,Puerto Gaitan,22.3384,90.7419,80.78,82,100,17.9,BD,2021-06-19 08:09:01
559,Puerto Gaitan,38.5833,24.1167,86.63,58,36,5.93,GR,2021-06-19 08:09:02
560,Puerto Gaitan,18.2,-73.75,78.87,86,58,8.48,HT,2021-06-19 08:09:02
561,Puerto Gaitan,-24.0003,-51.3194,53.67,97,100,3.69,BR,2021-06-19 08:09:02
562,Puerto Gaitan,61.1531,41.343,81.52,39,6,15.55,RU,2021-06-19 08:09:02
563,Puerto Gaitan,14.7167,-91.7333,68.97,87,93,5.68,GT,2021-06-19 08:09:03
564,Puerto Gaitan,-13.275,-50.1628,70.34,51,96,3.02,BR,2021-06-19 08:09:03
565,Puerto Gaitan,-31.4333,152.9167,58.89,82,75,19.57,AU,2021-06-19 08:06:19
566,Puerto Gaitan,-17.7333,-149.15,77.02,83,33,14.76,PF,2021-06-19 08:06:04
567,Puerto Gaitan,-35.35,150.4667,57.09,70,95,22.12,AU,2021-06-19 08:09:03
568,Puerto Gaitan,32.3256,50.8644,86.38,8,0,10.92,IR,2021-06-19 08:09:04
569,Puerto Gaitan,28.0,-15.5,62.4,52,40,17.27,ES,2021-06-19 08:09:04
570,Puerto Gaitan,33.6668,-95.5836,73.53,88,1,0.0,US,2021-06-19 08:09:04
571,Puerto Gaitan,34.9833,139.8667,73.15,78,100,18.1,JP,2021-06-19 08:06:30
572,Puerto Gaitan,43.2,13.1667,80.69,32,85,5.06,IT,2021-06-19 08:09:04
573,Puerto Gaitan,-1.9417,-54.7383,73.74,97,14,4.23,BR,2021-06-19 08:06:02
574,Puerto Gaitan,-6.2222,-57.7528,70.29,99,87,0.51,BR,2021-06-19 08:09:05
575,Puerto Gaitan,30.8207,-88.0706,75.22,94,100,8.32,US,2021-06-19 08:09:05
576,Puerto Gaitan,-38.5473,-58.7368,37.04,74,100,5.32,AR,2021-06-19 08:06:54
577,Puerto Gaitan,54.2833,85.9333,83.89,51,97,11.12,RU,2021-06-19 08:09:05
578,Puerto Gaitan,30.3072,112.2447,74.01,70,100,4.16,CN,2021-06-19 08:09:06
579,Puerto Gaitan,61.8106,51.5806,75.2,38,76,12.91,RU,2021-06-19 08:09:06
580,Puerto Gaitan,30.0502,-98.0336,75.06,85,0,4.47,US,2021-06-19 08:09:06
581,Puerto Gaitan,43.2167,27.9167,68.14,90,75,2.3,BG,2021-06-19 08:09:06
582,Puerto Gaitan,48.0448,40.045,77.14,59,1,20.15,RU,2021-06-19 08:09:07
583,Puerto Gaitan,47.9714,80.4392,85.87,18,100,19.8,KZ,2021-06-19 08:09:07
584,Puerto Gaitan,67.4667,78.7,46.51,57,100,12.55,RU,2021-06-19 08:09:07
585,Puerto Gaitan,-2.0226,147.2712,81.55,73,20,3.47,PG,2021-06-19 08:06:15
586,Puerto Gaitan,40.8333,-6.0,54.0,68,53,3.69,ES,2021-06-19 08:05:43
587,Puerto Gaitan,33.3317,-105.673,74.26,33,1,6.91,US,2021-06-19 08:09:08
588,Puerto Gaitan,31.5,34.4667,82.89,57,2,8.79,PS,2021-06-19 08:09:08
589,Puerto Gaitan,4.3133,-72.0816,73.2,93,88,1.43,CO,2021-06-19 08:05:47
